user_review_count,user_useful,user_funny,user_cool,user_fans,user_avg_stars,business_stars,business_review_count,business_category,review_useful,review_funny,review_cool,review_stars
16,0,0,0,2,4.31,4.5,5,"Specialty Schools",0,0,0,5
16,0,0,0,2,4.31,4.5,5,"Event Planning & Services",0,0,0,5
16,0,0,0,2,4.31,4.5,5,"Music Venues",0,0,0,5
16,0,0,0,2,4.31,4.5,5,"Dance Schools",0,0,0,5
16,0,0,0,2,4.31,4.5,5,Nightlife,0,0,0,5
16,0,0,0,2,4.31,4.5,5,"Arts & Entertainment",0,0,0,5
16,0,0,0,2,4.31,4.5,5,"Fitness & Instruction",0,0,0,5
16,0,0,0,2,4.31,4.5,5,"Active Life",0,0,0,5
16,0,0,0,2,4.31,4.5,5,"Wedding Planning",0,0,0,5
16,0,0,0,2,4.31,4.5,5,"Dance Studios",0,0,0,5
16,0,0,0,2,4.31,4.5,5,Education,0,0,0,5
1,0,0,0,0,5,4,124,Pizza,0,0,0,5
1,0,0,0,0,5,4,124,Restaurants,0,0,0,5
149,282,102,197,26,4.05,4,1097,"American (New)",1,0,1,3
149,282,102,197,26,4.05,4,1097,Restaurants,1,0,1,3
149,282,102,197,26,4.05,4,1097,Cafes,1,0,1,3
2,0,0,0,0,3,5,158,Tanning,0,0,0,5
2,0,0,0,0,3,5,158,"Beauty & Spas",0,0,0,5
2,0,0,0,0,3,5,158,"Spray Tanning",0,0,0,5
861,405,8,47,19,3.77,4,105,Restaurants,2,0,3,4
861,405,8,47,19,3.77,4,105,Japanese,2,0,3,4
861,405,8,47,19,3.77,4,105,"Sushi Bars",2,0,3,4
6,2,0,0,0,2.83,3.5,49,"Beauty & Spas",0,0,0,4
6,2,0,0,0,2.83,3.5,49,"Nail Salons",0,0,0,4
6,2,0,0,0,2.83,3.5,49,Waxing,0,0,0,4
6,2,0,0,0,2.83,3.5,49,"Hair Removal",0,0,0,4
6,2,0,0,0,2.83,3.5,49,"Eyelash Service",0,0,0,4
5,3,0,0,0,3.5,2.5,27,"Beauty & Spas",0,0,0,3
5,3,0,0,0,3.5,2.5,27,"Nail Salons",0,0,0,3
5,3,0,0,0,3.5,2.5,27,"Hair Removal",0,0,0,3
81,2,1,0,0,4.14,3,1055,"Music Venues",0,0,0,4
81,2,1,0,0,4.14,3,1055,Nightlife,0,0,0,4
81,2,1,0,0,4.14,3,1055,Restaurants,0,0,0,4
81,2,1,0,0,4.14,3,1055,Bars,0,0,0,4
81,2,1,0,0,4.14,3,1055,"Arts & Entertainment",0,0,0,4
81,2,1,0,0,4.14,3,1055,Mexican,0,0,0,4
11,0,0,0,0,4.79,4.5,171,Landscaping,1,1,1,5
11,0,0,0,0,4.79,4.5,171,Gardeners,1,1,1,5
11,0,0,0,0,4.79,4.5,171,"Home Services",1,1,1,5
435,314,83,59,58,3.73,3,72,Salad,3,3,2,5
435,314,83,59,58,3.73,3,72,Restaurants,3,3,2,5
435,314,83,59,58,3.73,3,72,Diners,3,3,2,5
435,314,83,59,58,3.73,3,72,"Breakfast & Brunch",3,3,2,5
435,314,83,59,58,3.73,3,72,"American (New)",3,3,2,5
435,314,83,59,58,3.73,3,72,Sandwiches,3,3,2,5
37,5,0,0,1,4.47,4,1359,Restaurants,0,0,0,4
37,5,0,0,1,4.47,4,1359,Salad,0,0,0,4
37,5,0,0,1,4.47,4,1359,German,0,0,0,4
37,5,0,0,1,4.47,4,1359,"American (New)",0,0,0,4
37,5,0,0,1,4.47,4,1359,"Breakfast & Brunch",0,0,0,4
37,5,0,0,1,4.47,4,1359,Steakhouses,0,0,0,4
37,5,0,0,1,4.47,4,1359,Beer,0,0,0,4
37,5,0,0,1,4.47,4,1359,"Wine & Spirits",0,0,0,4
37,5,0,0,1,4.47,4,1359,Food,0,0,0,4
37,5,0,0,1,4.47,4,1359,Bars,0,0,0,4
37,5,0,0,1,4.47,4,1359,"American (Traditional)",0,0,0,4
37,5,0,0,1,4.47,4,1359,Nightlife,0,0,0,4
4,0,0,0,0,3,2,9,Restaurants,0,0,0,1
4,0,0,0,0,3,2,9,"Fast Food",0,0,0,1
4,0,0,0,0,3,2,9,Sandwiches,0,0,0,1
7,0,0,0,0,4.71,4,26,Restaurants,1,0,0,5
7,0,0,0,0,4.71,4,26,Japanese,1,0,0,5
25,14,2,2,0,3.96,3.5,114,Diners,0,0,0,5
25,14,2,2,0,3.96,3.5,114,"Breakfast & Brunch",0,0,0,5
25,14,2,2,0,3.96,3.5,114,Restaurants,0,0,0,5
4,0,0,0,0,4,4,8,"Home Services",3,0,0,1
4,0,0,0,0,4,4,8,"Home Cleaning",3,0,0,1
188,17,2,1,7,3.86,3,1974,"Event Planning & Services",5,0,0,2
188,17,2,1,7,3.86,3,1974,Bars,5,0,0,2
188,17,2,1,7,3.86,3,1974,Hotels,5,0,0,2
188,17,2,1,7,3.86,3,1974,Nightlife,5,0,0,2
188,17,2,1,7,3.86,3,1974,Casinos,5,0,0,2
188,17,2,1,7,3.86,3,1974,"Hotels & Travel",5,0,0,2
188,17,2,1,7,3.86,3,1974,"Arts & Entertainment",5,0,0,2
37,4,2,3,0,4.62,5,7,"Laundry Services",0,0,0,5
37,4,2,3,0,4.62,5,7,"Local Services",0,0,0,5
37,4,2,3,0,4.62,5,7,"Sewing & Alterations",0,0,0,5
37,4,2,3,0,4.62,5,7,"Dry Cleaning & Laundry",0,0,0,5
4,0,0,0,0,4,3.5,31,"Windshield Installation & Repair",0,0,0,5
4,0,0,0,0,4,3.5,31,Automotive,0,0,0,5
4,0,0,0,0,4,3.5,31,"Auto Parts & Supplies",0,0,0,5
4,0,0,0,0,4,3.5,31,"Auto Repair",0,0,0,5
4,0,0,0,0,4,3.5,31,"Auto Glass Services",0,0,0,5
4,0,0,0,0,4,3.5,31,"Home Window Tinting",0,0,0,5
4,0,0,0,0,4,3.5,31,"Car Window Tinting",0,0,0,5
4,0,0,0,0,4,3.5,31,"Home Services",0,0,0,5
243,64,15,35,23,3.72,3.5,61,Restaurants,1,0,1,3
243,64,15,35,23,3.72,3.5,61,"Fast Food",1,0,1,3
243,64,15,35,23,3.72,3.5,61,Mexican,1,0,1,3
35,1,0,0,0,4.17,4,1150,Restaurants,0,1,0,5
35,1,0,0,0,4.17,4,1150,Thai,0,1,0,5
81,94,50,49,4,3.96,3.5,102,Barbeque,2,0,2,3
81,94,50,49,4,3.96,3.5,102,Korean,2,0,2,3
81,94,50,49,4,3.96,3.5,102,Buffets,2,0,2,3
81,94,50,49,4,3.96,3.5,102,Restaurants,2,0,2,3
85,30,4,1,6,4.17,3.5,148,"Nail Salons",1,0,0,5
85,30,4,1,6,4.17,3.5,148,"Beauty & Spas",1,0,0,5
85,30,4,1,6,4.17,3.5,148,Waxing,1,0,0,5
85,30,4,1,6,4.17,3.5,148,"Hair Removal",1,0,0,5
796,3013,1662,3528,61,3.72,4,281,Museums,0,0,2,5
796,3013,1662,3528,61,3.72,4,281,"Art Museums",0,0,2,5
796,3013,1662,3528,61,3.72,4,281,"Arts & Entertainment",0,0,2,5
3,0,0,0,1,5,3.5,140,Caribbean,0,0,0,5
3,0,0,0,1,5,3.5,140,Restaurants,0,0,0,5
3,0,0,0,1,5,3.5,140,Seafood,0,0,0,5
142,433,307,22,2,3.72,4.5,445,Desserts,0,1,0,4
142,433,307,22,2,3.72,4.5,445,Bakeries,0,1,0,4
142,433,307,22,2,3.72,4.5,445,Food,0,1,0,4
11,5,1,0,1,4.25,4,158,Japanese,0,0,0,5
11,5,1,0,1,4.25,4,158,Restaurants,0,0,0,5
124,632,88,55,3,2.8,2,4,"Juice Bars & Smoothies",1,0,0,2
124,632,88,55,3,2.8,2,4,Food,1,0,0,2
124,632,88,55,3,2.8,2,4,"Coffee & Tea",1,0,0,2
24,1,0,0,0,4.08,4.5,33,Shopping,0,0,0,5
24,1,0,0,0,4.08,4.5,33,"Hair Salons",0,0,0,5
24,1,0,0,0,4.08,4.5,33,"Permanent Makeup",0,0,0,5
24,1,0,0,0,4.08,4.5,33,"Cosmetics & Beauty Supply",0,0,0,5
24,1,0,0,0,4.08,4.5,33,"Beauty & Spas",0,0,0,5
27,0,0,0,1,4.34,4.5,27,"Fast Food",2,0,1,5
27,0,0,0,1,4.34,4.5,27,Restaurants,2,0,1,5
27,0,0,0,1,4.34,4.5,27,Sandwiches,2,0,1,5
13,0,0,0,0,2.85,3.5,168,Nightlife,0,0,0,4
